cid,text,time,author,channelId,videoId
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACTDKq0WSq7,"I loved this video, super I had a misfortune, I was diagnosed with ovariian cancedr. I also created a channel and am trying to move in that directSn, but so far not very successful(",3 months ago,@marthacancerng,UCf24X8sA_6NhEUk32sk00YA,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACTOgTOLGzK,I was so surpriseddd😭,3 months ago,@wywarm,UC_wGnsyhD6vqUOI2ppFSVEg,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACV3sPKi4vy,FRRRR IM SO SUPRISED AND HAPPY AAAA,3 months ago,@safazahra3583,UCR-9J0SLD1qzQnAn-OZgx9Q,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACVEX6p_gIG,Same here I love both of them!,3 months ago,@Peachestheorangetabby,UC9MYszt6Owz_FC8EyGNuu6g,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACZcu7ItvrS,Yasss,3 months ago,@jayla_.vibes_.yt_.-vm6vh,UCegYyx0FqhYcUOdY2RekQLQ,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZACZvAlIk5GI," @marthacancerng i feel for you, but this is not the way to advertise your channel.",3 months ago,@backtomarzzz,UCJ-u_FF_GbN6FH2FNxrsGvQ,LX7VtxMCAVM
UgxOQTkr0mdU_v1oKax4AaABAg.ACR0HW4li3ZAG2uo_Vgph5,sameee!!,7 days ago,@t_suki.v,UCW3rRgAWft7c8rE_WHn7i-Q,LX7VtxMCAVM
UgzdortLzvuuQQnFiTR4AaABAg.ACR0ynkJuNyACR5rwAD-kH,fr I love annika she makes me feel comfortable,3 months ago,@Gwenchana_laliaa,UCVKTAl-aiO75J2j-WRBBiRw,LX7VtxMCAVM
UgwQUX6jRD8nQyxQqAB4AaABAg,I’m so happy you posted your vids always make me feel so happy and I was just looking for smth to watch while eating 😭🙏,3 months ago,@sakura.luvss.1,UCgYMb9vlENL44hMpY8TVpmQ,LX7VtxMCAVM
UgxBWwSd5NjhE_y_tl14AaABAg,Bye the way At 8:14 the Hairstyle Looks so good on you omg ❤❤❤,7 days ago (edited),@Welcomeinmyliife,UCXuCHKu-ZCKi4iLmV2mS6Qw,LX7VtxMCAVM
UgyKuKENpK7qqMo-IjV4AaABAg,"Your haircut is absolutely stunning and fits you so well, especially when you had it up while eating!",3 months ago,@ImXanaIvy,UCjavZIx2eZbBVtngFxEtz1g,LX7VtxMCAVM
UgxahCNk1daCiFO1LjV4AaABAg,You look like a winter girl! ill never understand how you hate it❤,3 months ago,@ttsj5935,UCLkkPFBaabn_4pLO7i1Bx_w,LX7VtxMCAVM
UgzNtDcX2rt7ZjhIvC14AaABAg,tracy is such a queen literally one of my biggest inspirations KOREA WINTER QUEEN WHO ⁉️😻,3 months ago,@amuqii,UCeUl5fdYJeI6fHq8T7OjGjQ,LX7VtxMCAVM
UgwTaiwsDJdC_tdOieh4AaABAg,YOUR KOREA VLOGS ARE THE REASON IM LIVING OMG,3 months ago,@Cherr3y,UC8g8g2o9ek-WwsHOPRGFqFg,LX7VtxMCAVM
UgwjYEY9AIO1ot2Re7B4AaABAg,GUYSSS WAKE UP SHE POSTED!!!!!!,3 months ago,@backvp2,UCgaCK99ManBpT2kbObPNZtA,LX7VtxMCAVM
UgzpgXaGpOU2XzlP_g54AaABAg,"Tracy’s Korea vlog is hereeeeee 🤍🤍
(First time so early)",3 months ago,@Teresa-ik8rz,UCTyZkqEedaJITJDl_NOYkmQ,LX7VtxMCAVM
UgxJqquWcenDa1uPQx14AaABAg,omg the hair and the bangs are just wonderfully beautiful,3 months ago,@LahcenAghray,UCEhDSMKKp8ocS0fZ2gDr8Cg,LX7VtxMCAVM
UgxOYpkpdUg7RBI6nDl4AaABAg,"12:35 OMG ANIKA AND JULIA SO UNEXPECTED, literally love you allll ❤",3 months ago,@mintegafaye,UCPdqE5GkPWfq7Pzg144C1YQ,LX7VtxMCAVM
UgySKnhYeCF5ao3lvyR4AaABAg,I love the Korea winter vlogs sooo much,3 months ago,@nailasymmone,UClfds08RbXgg0gfi2_lmXZg,LX7VtxMCAVM
UgyP0awqgU7elsxeNAt4AaABAg,That makeup that the makeup artist did suits you really well Tracy!!🫶🥹,3 months ago,@Breanna-so4px,UCzgjbiYLqC0xKpL_JgbXisA,LX7VtxMCAVM
Ugz7LNCKry44s0QGK2x4AaABAg,12:35 most unexpected meeting of my fav ytubers 💕,3 months ago,@areikasoys,UC2ztnB5M5RTbDMZUOklh9oQ,LX7VtxMCAVM
Ugzphhcc6ocWth5Yf5l4AaABAg,It’s not winter without Tracy cutting her bangs lol🫶🩷,3 months ago,@Bellacita444,UCehlFDtjn8Ww1Lb9ErJ0gWw,LX7VtxMCAVM
UgzWmDuAaSDgEjGbBUd4AaABAg,Tracy with bangs is what i was waiting for,3 months ago,@nataliaszczegielniak3781,UCMZ_ufDVU8SaCvUY28d9uCg,LX7VtxMCAVM
Ugw205Hbtcrg5DW31S94AaABAg,Your vlog made me miss Korea so much Omg so happy u posted❤❤❤,3 months ago,@ShirleyHwang-o4u,UCjq9nDEbJZh2NaLYRun-Uiw,LX7VtxMCAVM
UgwcUYMO0mTX_bg9rJh4AaABAg,omoooo my fave youtubers in one frame??!! Love y'all♡,3 months ago,@by_allie,UCfmSBQBjLVXMlVe1tfUafEA,LX7VtxMCAVM
UgyrJZ5BTnXJ7fRTWa14AaABAg,I absolutely love this kind of Vlogs I really want to fly to South Korea one day :),2 months ago,@Gabrielasorbian,UCNjdCDyw67JVGnOX2cpSPAw,LX7VtxMCAVM
Ugw7rf62kkh5wpFd4kB4AaABAg,Super cozy and satisfying Korea vlog!!! ❤❤❤❤,3 months ago,@iammarccolomayt82094,UCFW62T7qL3JfCsb8vO0Long,LX7VtxMCAVM
UgxJJHtZz3d_4f28fWV4AaABAg,Wakeup our vlog queen posted❤❤❤❤,3 months ago,@MImran-lw1fx,UCN7bvXiV_kLKo66STppy7HQ,LX7VtxMCAVM
UgwQUX6jRD8nQyxQqAB4AaABAg.ACQz0faJVw8ACR7GJktgwb,sameee,3 months ago,@sarasdiariesss,UCwBSwqz_v9W5novT-gxZTYg,LX7VtxMCAVM
UgwTN9QBmfJSHHbbpat4AaABAg,"how i WISH i could go to korea, you're LIVING MY DReAM RN🥲😭💞💖",3 months ago,@VictoriaZengwa,UCVcz02jumqk6EdoAn5oQvQg,LX7VtxMCAVM
UgymYfVF3KYkXPpBAI14AaABAg,the best way to go through a full hectic day is to watch your videos 🤍,3 months ago (edited),@VidhiFalodia,UCQ7JiVOhvKb972liGF1z-6Q,LX7VtxMCAVM
