cid,text,time,author,channelId,videoId
UgzY46Zu1qKpHof7DIV4AaABAg,"ジヒョンさんはお料理がお上手ですね🍳
インスタントのお味噌汁、アマノフーズさんもなかなか美味しいです😋",5 months ago,@青木まり子-t1s,UCFcQtANKnfcI5zlH3f06zSQ,dMzBo6LT3bM
Ugwww3BaD0dJYfc5AOd4AaABAg,"OMG, that sandwich bread looks so good",5 months ago,@adindamaharani4224,UCF8KI7uL2LCoFjDbLy90Iaw,dMzBo6LT3bM
UgzUeZTJxvUdjV_hjoF4AaABAg,"been watching your videos since the first apartment and get a cat, happy wedding eonnie! 🎉",6 months ago (edited),@ngayomi3310,UCxClXGarF78-Zfdl2gCPCTw,dMzBo6LT3bM
UgzmJslyNQJitW7pGnd4AaABAg,"식재료 정보에대해서 설명해주는
자막이 도움이 많이되는것같아요❤
항상 잘보고가요",7 months ago,@둥밍-w2s,UCFar5PGXr43DQFe-QpVprww,dMzBo6LT3bM
UgzlfYh84y46JTaCSnh4AaABAg,"I haven’t watchef your videos for like two years and suddenly you’re already married. “Everybody moved on, help, I’m still at the restaurant.” 🎶",6 months ago,@mrsaimee2304,UC1rENsXBDeR5b1BI6NX416A,dMzBo6LT3bM
Ugy1ql-6py61Ik8ApHR4AaABAg,"I always enjoy watching your videos! My favorite Ramen is chicken,  I love  the imprints on the toast! Love the Charlie Brown series!! Your cats are so cute! 🎉😊",7 months ago,@cherylzink3612,UC75aJDVTZ6nILrrzbv-6RWQ,dMzBo6LT3bM
Ugxta8N81JhVEsv4bUJ4AaABAg,"Unnie 나중에 내 집이 생긴다면, 당신 집처럼 꾸미겠습니다. 당신은 나의 우상입니다. 사랑해요 !! 🥺❤",7 months ago,@aleyski,UCvNPiIkmOfrvsIj7mc6XqCw,dMzBo6LT3bM
UgypIrCUGu_I9YFWPbp4AaABAg.A7lufYytjr9A7m8jhGn7Bh,"우아,, 멋진 우리  꿍이님,, 부모님 너무 행복하시겠어용🥰",7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgyKXUgu54zoERtw3y14AaABAg.A7lvyB32NDUA7lwpoht456,고마워요😍 편안한 밤 보내세요♥️,7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgwokBf12bYbbtn2UeB4AaABAg.A7mkmTx0o4pA7n0zTXyZ9Q, @akfhsldp009  영상 보러와주셔서 감사해요🥰,7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
Ugxta8N81JhVEsv4bUJ4AaABAg.A7lnO_m7zlaA7mE3k4-qPk, @aleyski  고마워요😍♥️,7 months ago,@jhyun_u,UCyG7zAV_2JlPnxhwDxZN6sA,dMzBo6LT3bM
UgyYbuOeFFsyEDwpUT14AaABAg,"Thanks for this video🤍, I enjoyed a lot😆. Have a nice day to you two 🍀.",7 months ago,@mywonderful...,UCrnF5tGeexIMHX-hxc3b6cQ,dMzBo6LT3bM
UgxfSn65xqnPkk4vZcZ4AaABAg,tek başıma eve çıktım ve ne yemek yapacağım hakkında bi fikrim yok 😭 senin yaptıklarından kolay olanları yapmayı düşünüyorum 😋😋,7 months ago,@clmlarissa,UCuZEPBscVc5EOOLFC0vtJpA,dMzBo6LT3bM
Ugyo_Z4LwXH9cWwiL7J4AaABAg,Congratulations my fav youtuber 💗,5 months ago,@RachelGreen11,UCKR_jUGNoCkIbvjbfu6u2Tw,dMzBo6LT3bM
UgwMkOnOCuIA_OFhv4p4AaABAg,불금의 휴식❤️ 오늘도 영상 잘 보고 힐링하겠습니다🤍 즐거운 주말 보내시길 바라요🩷 지현님💜,7 months ago,@jh3138,UCL_OoxOBQibev7srB4oVB-A,dMzBo6LT3bM
UgzT1wk1kuza_cOqe-R4AaABAg,From 🇲🇦 and I watch it I love it 💗,3 months ago,@Usr__robyy,UCJljM80gxC2LkP4uFkCZX-Q,dMzBo6LT3bM
Ugy_4VhJJKXCrjB2kg54AaABAg,"Eating a late night ramen, eating with Jihyununni... ♥",6 months ago,@rosey6523,UC8iMHcEG8EGtrPoeUaBvQMw,dMzBo6LT3bM
UgzWgKIbWpRiP64B5954AaABAg,"너무 행복해보여요🩵
영상만 봐왔는데... 자취부터 결혼까지 보면서 저도 대학생에서 어느새 직장인이 되었어요..🥺
항상 행복하세요 지현님!!!",7 months ago,@dyadyashdj,UCLxceok2uAxxVbGUxkpl_3g,dMzBo6LT3bM
UgxHe_N7XCfHxR5WoPd4AaABAg,"So happy to see this video jihyun
Thankyou !!
I have a test on sunday but yay",7 months ago,@zaaraiftikhar9262,UC4UPMO8WdjfqbU2-7leKFWg,dMzBo6LT3bM
